task_name,problem_type,instruction,instance,solution,obj,instance_variant,solution_variant,context_index,input_format,input_index_base
BPP,BPP,"Many people end up juggling multiple identical backup drives when they want to save a lot of media. The choice is how to group the files onto those drives so every file appears on a single drive, no drive goes beyond how much it can hold, and the whole thing fits on as few drives as possible. Fewer drives used means a better solution, and you measure that by the drive count. The exact sizes and capacities follow below.

There are 9 files and each identical drive can hold up to 150.0 units.
File 0 has size 72.0.
File 1 has size 83.0.
File 2 has size 56.0.
File 3 has size 43.0.
File 4 has size 68.0.
File 5 has size 48.0.
File 6 has size 36.0.
File 7 has size 89.0.
File 8 has size 31.0.
These files should be grouped onto drives without exceeding 150.0, aiming to minimize the number of drives used.

If you want the answer in a simple machine-friendly form, just follow this shape — nothing fancy:

{
  ""solution"": [[""file_id_1"", ""file_id_2""], [""file_id_3""]]
}

Here the parts mean, in plain terms: ""solution"" is a list of drives (or backup disks), and each inner list is the group of file IDs that should go on that drive. It's just a sketch of the shape I expect, not the actual packing — you'll replace those placeholders with the real file IDs from the instance.

Please make sure to use the exact identifiers given in the instance input — do not rename them or invent new labels.
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[72.0, 83.0, 56.0, 43.0, 68.0, 48.0, 36.0, 89.0, 31.0]","[[1, 6, 8], [4, 5], [2, 7], [0, 3]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 9, 'items': [{'item_id': 0, 'weight': 72.0}, {'item_id': 1, 'weight': 83.0}, {'item_id': 2, 'weight': 56.0}, {'item_id': 3, 'weight': 43.0}, {'item_id': 4, 'weight': 68.0}, {'item_id': 5, 'weight': 48.0}, {'item_id': 6, 'weight': 36.0}, {'item_id': 7, 'weight': 89.0}, {'item_id': 8, 'weight': 31.0}]}","[[1, 6, 8], [4, 5], [2, 7], [0, 3]]",26,nl,0
BPP,BPP,"On a busy morning at the nursery, the gardener sorted pots into identical transport crates, deciding which pots share a crate so that no crate gets too heavy, every pot is in one crate only, and the whole load uses as few crates as possible. The winner among different ways to pack them is the one that ends up with the smallest number of crates — just count how many are used — provided each crate’s combined weight is under the cap. The concrete numbers for plant weights and the crate capacity follow below.

# crate_capacity=100.0
# total_plants=9
plant_id,plant_weight
1,34.0
2,42.6
3,27.7
4,27.5
5,38.1
6,27.1
7,41.8
8,33.7
9,25.4

Oh, and just so we're on the same page about how I'd like the answer shaped: please return a little JSON sketch like the one below that shows which pots go into which crate. Nothing fancy — just that structure.

{
  ""solution"": [[pot_id, ...], ...]
}

This little sketch means: ""solution"" is a list of crates, and each inner list is the pots packed into that crate (use the pot identifiers from the instance). It's just a template to show the shape I expect, not the actual packing.

One quick but important note — use the exact identifiers from the instance input, do not rename them or invent new labels. Valid identifiers look like:
- plain numbers such as “1” or “23”
- single capital letters like “A” or “B”
- a capital letter followed by digits like “A1” or “X7”

Keep those exactly as given in the input when you fill in the JSON.","[34.0, 42.6, 27.7, 27.5, 38.1, 27.1, 41.8, 33.7, 25.4]","[[1, 3], [0, 5, 7], [4, 6], [2, 8]]",4,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 9, 'items': [{'item_id': 1, 'weight': 34.0}, {'item_id': 2, 'weight': 42.6}, {'item_id': 3, 'weight': 27.7}, {'item_id': 4, 'weight': 27.5}, {'item_id': 5, 'weight': 38.1}, {'item_id': 6, 'weight': 27.1}, {'item_id': 7, 'weight': 41.8}, {'item_id': 8, 'weight': 33.7}, {'item_id': 9, 'weight': 25.4}]}","[[2, 4], [1, 6, 8], [5, 7], [3, 9]]",27,csv,1
BPP,BPP,"Someone at the community center has to pack toys into the same kind of box over and over. Each toy must go into just one box — nothing left behind or duplicated — and each box must stay at or under the allowed weight. The aim is to get everything boxed up using as few boxes as possible; simply count boxes to see which packing wins. The detailed list of toy weights and the box capacity is below.

- **box_max_weight**: 150.0
- **total_number_of_toys**: 10

| toy_id | toy_weight |
|---|---|
| 1 | 75.0 |
| 2 | 34.0 |
| 3 | 53.0 |
| 4 | 80.0 |
| 5 | 89.0 |
| 6 | 79.0 |
| 7 | 32.0 |
| 8 | 54.0 |
| 9 | 90.0 |
| 10 | 63.0 |

Also, when you hand back a packing, just use this simple JSON shape so it's easy to read and parse:

{
  ""solution"": [[""toy_id"", ...], ...]
}

Here ""solution"" is a list of boxes, and each inner list is the set of toy IDs that go into that particular box. Think of each inner array as one packed box — list the toy identifiers that belong together. This JSON is only a sketch of the shape I expect, not the actual packing.

Please make sure to use the exact identifiers from the instance input — don't rename them or invent new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[75.0, 34.0, 53.0, 80.0, 89.0, 79.0, 32.0, 54.0, 90.0, 63.0]","[[4, 7], [2, 5], [0, 9], [1, 3, 6], [8]]",5,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 75.0}, {'item_id': 2, 'weight': 34.0}, {'item_id': 3, 'weight': 53.0}, {'item_id': 4, 'weight': 80.0}, {'item_id': 5, 'weight': 89.0}, {'item_id': 6, 'weight': 79.0}, {'item_id': 7, 'weight': 32.0}, {'item_id': 8, 'weight': 54.0}, {'item_id': 9, 'weight': 90.0}, {'item_id': 10, 'weight': 63.0}]}","[[5, 8], [3, 6], [1, 10], [2, 4, 7], [9]]",28,markdown_table,1
BPP,BPP,"Back when the garage was being cleared out, every small appliance had to be organized into identical shelving bins so none would overload a bin and every appliance would be in exactly one place. A preferable setup is easy to spot: it’s the one that uses the least number of bins, and performance is measured simply by how many bins get used (fewer is better), provided no bin exceeds its weight limit. The concrete details for each appliance and the bin weight limit are shown below.

{
  ""shelf_bin_capacity"": 150.0,
  ""num_appliances"": 8,
  ""items"": [
    {
      ""appliance_id"": 0,
      ""appliance_weight"": 77.0
    },
    {
      ""appliance_id"": 1,
      ""appliance_weight"": 81.0
    },
    {
      ""appliance_id"": 2,
      ""appliance_weight"": 67.0
    },
    {
      ""appliance_id"": 3,
      ""appliance_weight"": 58.0
    },
    {
      ""appliance_id"": 4,
      ""appliance_weight"": 28.0
    },
    {
      ""appliance_id"": 5,
      ""appliance_weight"": 20.0
    },
    {
      ""appliance_id"": 6,
      ""appliance_weight"": 80.0
    },
    {
      ""appliance_id"": 7,
      ""appliance_weight"": 21.0
    }
  ]
}

Oh, and when you send the packing back, please use this simple JSON layout so it's easy to read and check:

{
  ""solution"": [[""appliance_id"", ...], ...]
}

Here ""solution"" is a list of shelving bins, and each inner list is the group of appliance identifiers that go into that bin — just like writing which appliances ended up on each shelf. This is only a sketch of the shape I expect, not the actual packed answer.

Also: all identifiers must be used exactly as they appear in the instance input — no renaming and no new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[77.0, 81.0, 67.0, 58.0, 28.0, 20.0, 80.0, 21.0]","[[0, 3], [1, 2], [4, 5, 6, 7]]",3,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 0, 'weight': 77.0}, {'item_id': 1, 'weight': 81.0}, {'item_id': 2, 'weight': 67.0}, {'item_id': 3, 'weight': 58.0}, {'item_id': 4, 'weight': 28.0}, {'item_id': 5, 'weight': 20.0}, {'item_id': 6, 'weight': 80.0}, {'item_id': 7, 'weight': 21.0}]}","[[0, 3], [1, 2], [4, 5, 6, 7]]",29,json,0
BPP,BPP,"There’s a pile of bike wheels and frames waiting to be shipped in identical containers; the job is to put each component into one container only, never exceed a container’s permitted weight, and end up using as few containers as possible. You measure how well that went simply by counting the containers you needed. The exact components and their weights are listed below.

- **container_capacity_kg**: 150.0
- **total_components**: 5

| component_id | component_weight_kg |
|---|---|
| 1 | 56.0 |
| 2 | 29.0 |
| 3 | 51.0 |
| 4 | 81.0 |
| 5 | 80.0 |

Also, when you send your packing plan back, keep it in this simple JSON shape so it's easy to read and check:

{
  ""solution"": [[wheel_id, ...], ...]
}

Think of this as: ""solution"" is a list of containers, and each inner list is the components that go into one container. wheel_id is just a placeholder name matching the stuff in the story (so in your real reply you'll replace those placeholders with the actual item identifiers from the instance). This block is only a sketch of the expected shape — not the real answer.

Please make sure all identifiers in your actual solution are used exactly as they appear in the instance input — no renaming and no new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[56.0, 29.0, 51.0, 81.0, 80.0]","[[2, 4], [3], [0, 1]]",3,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 5, 'items': [{'item_id': 1, 'weight': 56.0}, {'item_id': 2, 'weight': 29.0}, {'item_id': 3, 'weight': 51.0}, {'item_id': 4, 'weight': 81.0}, {'item_id': 5, 'weight': 80.0}]}","[[3, 5], [4], [1, 2]]",30,markdown_table,1
BPP,BPP,"Recently the studio decided to move some paintings into storage and has only identical crates to use; the task is to put each canvas into exactly one crate and keep each crate’s load under its allowed weight. What counts as better here is easy to see: fewer crates used is better — you add up the weights in each crate to make sure none are over the limit, and then just count the crates. The specifics (weights and crate limit) follow below.

- **crate_weight_limit**: 150.0
- **num_paintings**: 10

| painting_id | painting_weight |
|---|---|
| 1 | 100.0 |
| 2 | 86.0 |
| 3 | 58.0 |
| 4 | 35.0 |
| 5 | 54.0 |
| 6 | 22.0 |
| 7 | 54.0 |
| 8 | 55.0 |
| 9 | 72.0 |
| 10 | 96.0 |

Also, when you send the packing back, just use a tiny JSON snippet like this so it's easy to read and load:

{
  ""solution"": [[painting_id, ...], ...]
}

Think of ""solution"" as a list of crates, and each inner list is the paintings that go into that crate. The painting_id entries are placeholders for the actual painting identifiers from the instance — the JSON above is only a sketch of the shape I need, not the real answer.

Please make sure to use the exact identifiers from the instance input — don't rename them or invent new labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[100.0, 86.0, 58.0, 35.0, 54.0, 22.0, 54.0, 55.0, 72.0, 96.0]","[[6, 9], [0, 5], [3, 4, 7], [8], [1, 2]]",5,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 100.0}, {'item_id': 2, 'weight': 86.0}, {'item_id': 3, 'weight': 58.0}, {'item_id': 4, 'weight': 35.0}, {'item_id': 5, 'weight': 54.0}, {'item_id': 6, 'weight': 22.0}, {'item_id': 7, 'weight': 54.0}, {'item_id': 8, 'weight': 55.0}, {'item_id': 9, 'weight': 72.0}, {'item_id': 10, 'weight': 96.0}]}","[[7, 10], [1, 6], [4, 5, 8], [9], [2, 3]]",31,markdown_table,1
BPP,BPP,"Many people underestimate how tricky it is to pack all the lights into the same type of flight case without going over the case weight allowance, but the job here is straightforward: assign each piece to one case, don’t split or repeat items, and keep every case under its weight limit. The winning arrangement is the one that ends up with the smallest number of cases to lug around — just count the cases to compare options. The exact weights for each item and the case limit are given below.

- **case_weight_limit**: 150.0
- **total_gear_pieces**: 8

| gear_id | gear_weight |
|---|---|
| 1 | 22.0 |
| 2 | 55.0 |
| 3 | 38.0 |
| 4 | 85.0 |
| 5 | 95.0 |
| 6 | 64.0 |
| 7 | 94.0 |
| 8 | 25.0 |

If you want to hand me the packing plan in a tidy, machine-friendly way, just follow this little JSON layout I'm showing below — keeps things simple and predictable.

{
  ""solution"": [[light_id, ...], ...]
}

The idea here is straightforward: ""solution"" is a list of cases, and each inner list is the set of light IDs assigned to that case. Think of each inner array as one flight case and the entries inside as the exact items that go into it. This is just a sketch of the shape I expect, not the final packing plan.

Please make sure every identifier you use in the real answer matches the instance input exactly — don’t rename items or invent new labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[22.0, 55.0, 38.0, 85.0, 95.0, 64.0, 94.0, 25.0]","[[0, 1, 2, 7], [3, 5], [4], [6]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 1, 'weight': 22.0}, {'item_id': 2, 'weight': 55.0}, {'item_id': 3, 'weight': 38.0}, {'item_id': 4, 'weight': 85.0}, {'item_id': 5, 'weight': 95.0}, {'item_id': 6, 'weight': 64.0}, {'item_id': 7, 'weight': 94.0}, {'item_id': 8, 'weight': 25.0}]}","[[1, 2, 3, 8], [4, 6], [5], [7]]",32,markdown_table,1
BPP,BPP,"We’ve got a pile of vintage shirts and coats that need to be folded and packed into the same kind of trunks, and the trick is to pack them so no trunk’s weight allowance is exceeded. Every single item must be assigned to exactly one trunk, and the best outcome is the one with the smallest number of trunks used — you just total how many trunks are filled to get that score. The exact item weights and trunk weight limit are listed below.

Each trunk holds up to 100.0 kg and we’ve got 6 garments to assign.
We fold A and it weighs 29.9 kg.
We fold B and it weighs 25.1 kg.
We fold C and it weighs 26.6 kg.
We fold D and it weighs 25.7 kg.
We fold E and it weighs 45.7 kg.
We fold F and it weighs 25.7 kg.
Let’s pack so no trunk exceeds 100.0 kg and we use as few trunks as possible.

Oh, and when you send back the actual packing, just use a simple JSON layout like this so I can read it easily:

{
  ""solution"": [[""garment_id"", ...], ...]
}

Think of ""solution"" as a list of trunks, and each inner list is the set of item identifiers you put into that trunk. It’s just a sketch of the shape I expect — not the real answer — so fill those placeholder slots with the actual item ids from the instance.

Please make sure you use the exact identifiers from the instance input — don’t rename them or invent new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[29.9, 25.1, 26.6, 25.7, 45.7, 25.7]","[[1, 2, 4], [0, 3, 5]]",2,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 6, 'items': [{'item_id': 'A', 'weight': 29.9}, {'item_id': 'B', 'weight': 25.1}, {'item_id': 'C', 'weight': 26.6}, {'item_id': 'D', 'weight': 25.7}, {'item_id': 'E', 'weight': 45.7}, {'item_id': 'F', 'weight': 25.7}]}","[['B', 'C', 'E'], ['A', 'D', 'F']]",33,nl,names
BPP,BPP,"I run a pet supply warehouse packing sacks of feed into identical shipping boxes. The job is to decide which sacks go together in each box so no box gets heavier than it can safely carry, every sack ends up in exactly one box (nothing left out or duplicated), and the best way is the one that gets everything shipped using the fewest boxes — you can see how well a plan did simply by counting how many boxes were used. The exact bag weights and box capacity are shown below.

# box_capacity_weight=150.0
# total_feed_sacks=10
sack_id,sack_weight
0,32.0
1,64.0
2,86.0
3,70.0
4,74.0
5,20.0
6,76.0
7,56.0
8,40.0
9,39.0

Also, when you send the packing plan back, just use a simple JSON shape like this so it's easy to parse:

{
  ""solution"": [[""sack_id"", ...], ...]
}

Here ""solution"" is a list of boxes and each inner list shows which sacks go in that box (by their sack identifier). This is just a sketch of the expected shape — not the actual assignment.

Please make sure every identifier you use matches the instance input exactly — no renaming and no new labels.
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[32.0, 64.0, 86.0, 70.0, 74.0, 20.0, 76.0, 56.0, 40.0, 39.0]","[[0, 4, 9], [3, 6], [1, 7], [2, 5, 8]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 10, 'items': [{'item_id': 0, 'weight': 32.0}, {'item_id': 1, 'weight': 64.0}, {'item_id': 2, 'weight': 86.0}, {'item_id': 3, 'weight': 70.0}, {'item_id': 4, 'weight': 74.0}, {'item_id': 5, 'weight': 20.0}, {'item_id': 6, 'weight': 76.0}, {'item_id': 7, 'weight': 56.0}, {'item_id': 8, 'weight': 40.0}, {'item_id': 9, 'weight': 39.0}]}","[[0, 4, 9], [3, 6], [1, 7], [2, 5, 8]]",34,csv,0
BPP,BPP,"At the warehouse the team needed to fit a bunch of packed cartons into identical crates, making sure none of the crates was overloaded. The choice involves grouping cartons so each box sits in one crate only, no crate passes the weight limit, and the ideal result is the one that uses the fewest crates overall — you’ll know it’s better when the total number of crates goes down. The specific cartons and the permitted load per crate are shown below.

- **crate_permitted_load**: 150.0
- **total_cartons**: 10

| carton_id | carton_weight |
|---|---|
| 1 | 20.0 |
| 2 | 46.0 |
| 3 | 67.0 |
| 4 | 72.0 |
| 5 | 24.0 |
| 6 | 73.0 |
| 7 | 75.0 |
| 8 | 46.0 |
| 9 | 50.0 |
| 10 | 97.0 |

If you want the answer in a machine-friendly way, I'll return a little JSON sketch that shows which cartons go in which crate. It's just a relaxed layout — one top-level key called solution, with a list of crates, and each crate is a list of carton placeholders. Here’s the shape I’ll use:

{
  ""solution"": [[carton_id, ...], ...]
}

Think of that as: ""solution"" holds all the crates, each inner list is one crate and the items inside are carton_id placeholders for the cartons I've assigned there. This is only the expected shape of the reply — not the actual packing.

Please use the exact identifiers from the instance input when I produce the real assignment — do not rename them or invent new labels. For example: Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[20.0, 46.0, 67.0, 72.0, 24.0, 73.0, 75.0, 46.0, 50.0, 97.0]","[[8, 9], [1, 2, 4], [3, 6], [0, 5, 7]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 20.0}, {'item_id': 2, 'weight': 46.0}, {'item_id': 3, 'weight': 67.0}, {'item_id': 4, 'weight': 72.0}, {'item_id': 5, 'weight': 24.0}, {'item_id': 6, 'weight': 73.0}, {'item_id': 7, 'weight': 75.0}, {'item_id': 8, 'weight': 46.0}, {'item_id': 9, 'weight': 50.0}, {'item_id': 10, 'weight': 97.0}]}","[[9, 10], [2, 3, 5], [4, 7], [1, 6, 8]]",35,markdown_table,1
BPP,BPP,"Recently the library needed to move a batch of paperbacks and had only uniform archival cartons on hand; the plan was to drop each paperback into one carton, keep each carton under its weight limit, and do it in a way that uses the fewest cartons. That means testing how books are grouped and comparing groupings by the total number of cartons they produce — the packing with the smallest carton count is preferred. The concrete details will be shown below.

{
  ""carton_max_weight"": 150.0,
  ""total_paperback_count"": 10,
  ""items"": [
    {
      ""volume_id"": 0,
      ""volume_weight"": 23.0
    },
    {
      ""volume_id"": 1,
      ""volume_weight"": 67.0
    },
    {
      ""volume_id"": 2,
      ""volume_weight"": 67.0
    },
    {
      ""volume_id"": 3,
      ""volume_weight"": 98.0
    },
    {
      ""volume_id"": 4,
      ""volume_weight"": 47.0
    },
    {
      ""volume_id"": 5,
      ""volume_weight"": 41.0
    },
    {
      ""volume_id"": 6,
      ""volume_weight"": 36.0
    },
    {
      ""volume_id"": 7,
      ""volume_weight"": 72.0
    },
    {
      ""volume_id"": 8,
      ""volume_weight"": 100.0
    },
    {
      ""volume_id"": 9,
      ""volume_weight"": 88.0
    }
  ]
}

Oh, and to keep things tidy when you send the grouping back, please follow this simple JSON shape so it's easy to read by hand or by a script:

{
  ""solution"": [[book_id, ...], ...]
}

Think of ""solution"" as a list of cartons, and each inner list is one carton containing the book identifiers that go inside it. The placeholder book_id is just standing in for whatever actual identifiers the instance uses — this block is only a sketch of the expected shape, not the real packing.

Please be careful to use the exact identifiers from the instance input — do not rename them and do not invent new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[23.0, 67.0, 67.0, 98.0, 47.0, 41.0, 36.0, 72.0, 100.0, 88.0]","[[4, 8], [1, 5], [2, 7], [0, 6, 9], [3]]",5,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 10, 'items': [{'item_id': 0, 'weight': 23.0}, {'item_id': 1, 'weight': 67.0}, {'item_id': 2, 'weight': 67.0}, {'item_id': 3, 'weight': 98.0}, {'item_id': 4, 'weight': 47.0}, {'item_id': 5, 'weight': 41.0}, {'item_id': 6, 'weight': 36.0}, {'item_id': 7, 'weight': 72.0}, {'item_id': 8, 'weight': 100.0}, {'item_id': 9, 'weight': 88.0}]}","[[4, 8], [1, 5], [2, 7], [0, 6, 9], [3]]",36,json,0
BPP,BPP,"Recently a photographer asked to copy a batch of high-res images to identical cards: each file must go on exactly one card, no splits, no duplicates, and no card can hold more data than its limit. Success is measured by how many cards end up being used — the fewer cards required, the better, so just count them to see how well it went. The detailed sizes and card limits appear below.

There are 5 photo files and each identical memory card holds up to 150.0 bytes.
Photo A: 48.0 bytes.
Photo B: 26.0 bytes.
Photo C: 50.0 bytes.
Photo D: 53.0 bytes.
Photo E: 82.0 bytes.
Place each file intact on cards of 150.0 bytes and count how many cards the 5 photos require.

If you prefer a machine-friendly reply, just return a small JSON object in the shape below — it's nothing fancy, just a simple packing list layout.

{
  ""solution"": [[""file_id"", ...], ...]
}

Think of this as: ""solution"" is a list of memory cards, and each inner array is the files put on one card. ""file_id"" is just a placeholder for the actual file identifiers you were given in the instance. This block is only a sketch of the expected shape, not the actual assignment.

Important: use the identifiers exactly as they appear in the instance input — no renaming and no new labels.
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[48.0, 26.0, 50.0, 53.0, 82.0]","[[3, 4], [0, 1, 2]]",2,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 5, 'items': [{'item_id': 'A', 'weight': 48.0}, {'item_id': 'B', 'weight': 26.0}, {'item_id': 'C', 'weight': 50.0}, {'item_id': 'D', 'weight': 53.0}, {'item_id': 'E', 'weight': 82.0}]}","[['D', 'E'], ['A', 'B', 'C']]",37,nl,names
BPP,BPP,"Many people who make mixes run into this: a DJ has to organize a bunch of tracks onto identical blank discs so that each song sits on one disc, no disc exceeds its time capacity, and the overall job uses the least number of discs possible. The straightforward measure is how many discs end up being used — smaller is preferable — and you verify a grouping by summing the track lengths on each disc and checking that the sum stays within the disc’s limit. Every track must appear once and only once; splitting or duplicating tracks isn’t allowed. The specific times and disc limit appear below.

- **disc_time_capacity_seconds**: 150.0
- **total_tracks**: 10

| track_id | track_duration_seconds |
|---|---|
| 1 | 30.0 |
| 2 | 27.0 |
| 3 | 75.0 |
| 4 | 100.0 |
| 5 | 52.0 |
| 6 | 64.0 |
| 7 | 87.0 |
| 8 | 96.0 |
| 9 | 82.0 |
| 10 | 39.0 |

Also, when you send your grouping back, please follow this little JSON layout so it's easy to parse:

{
  ""solution"": [[track_id, ...], ...]
}

Here ""solution"" is the outer container, and each inner array is one disc (so each disc lists the track identifiers that go on it). Think of it like a form: each bracketed list is a disc and the items inside are the track IDs you put on that disc. This is just the shape I expect — not the actual answer yet.

Please make sure you use the exact identifiers from the instance input — no renaming, no made-up labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[30.0, 27.0, 75.0, 100.0, 52.0, 64.0, 87.0, 96.0, 82.0, 39.0]","[[4, 6], [5, 8], [2, 9], [0, 3], [1, 7]]",5,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 30.0}, {'item_id': 2, 'weight': 27.0}, {'item_id': 3, 'weight': 75.0}, {'item_id': 4, 'weight': 100.0}, {'item_id': 5, 'weight': 52.0}, {'item_id': 6, 'weight': 64.0}, {'item_id': 7, 'weight': 87.0}, {'item_id': 8, 'weight': 96.0}, {'item_id': 9, 'weight': 82.0}, {'item_id': 10, 'weight': 39.0}]}","[[5, 7], [6, 9], [3, 10], [1, 4], [2, 8]]",38,markdown_table,1
BPP,BPP,"On a busy shift the task was to arrange sealed vials into a bunch of identical shipping boxes so every vial is assigned to one box, no box takes more weight than allowed, and the whole shipment fits into as few boxes as possible. You decide which plan is best by counting the boxes used (the fewer, the better) and verifying each box by adding up the weights of its contents to ensure it doesn’t exceed the box’s load limit. Each vial must be packed exactly once. The exact instance details follow below.

{
  ""box_max_load"": 100.0,
  ""total_vials"": 7,
  ""items"": [
    {
      ""vial_id"": 0,
      ""vial_weight"": 31.1
    },
    {
      ""vial_id"": 1,
      ""vial_weight"": 44.8
    },
    {
      ""vial_id"": 2,
      ""vial_weight"": 26.7
    },
    {
      ""vial_id"": 3,
      ""vial_weight"": 26.0
    },
    {
      ""vial_id"": 4,
      ""vial_weight"": 27.0
    },
    {
      ""vial_id"": 5,
      ""vial_weight"": 38.2
    },
    {
      ""vial_id"": 6,
      ""vial_weight"": 25.2
    }
  ]
}

If you want to hand me a packing plan, just use this little JSON shape so I know where to look:

{
  ""solution"": [[vial_id, ...], ...]
}

This is just a sketch of the shape I expect: ""solution"" is a list of boxes, and each inner list is the set of vial IDs assigned to that box. Think of each inner list as one shipping box full of vials.

The JSON above is only the expected format, not the actual packing — I’ll need the real vial identifiers from the instance to produce the final plan.

Please be careful: all identifiers must be used exactly as they appear in the instance input — no renaming and no new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[31.1, 44.8, 26.7, 26.0, 27.0, 38.2, 25.2]","[[0, 2, 6], [3, 5], [1, 4]]",3,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 7, 'items': [{'item_id': 0, 'weight': 31.1}, {'item_id': 1, 'weight': 44.8}, {'item_id': 2, 'weight': 26.7}, {'item_id': 3, 'weight': 26.0}, {'item_id': 4, 'weight': 27.0}, {'item_id': 5, 'weight': 38.2}, {'item_id': 6, 'weight': 25.2}]}","[[0, 2, 6], [3, 5], [1, 4]]",39,json,0
BPP,BPP,"At the scrapyard a foreman is mapping out where each scrap part should go among a bunch of identical collection bins. The rule is every piece gets placed into one bin only, the sum of weights in any bin can’t exceed its capacity, and the aim is to arrange things so as few bins as possible are needed — you evaluate arrangements by counting how many bins end up filled. The detailed piece weights and the bin size are shown below.

- **bin_max_capacity**: 100.0
- **total_scrap_pieces**: 7

| scrap_piece_id | scrap_piece_weight |
|---|---|
| 1 | 35.2 |
| 2 | 35.7 |
| 3 | 29.8 |
| 4 | 37.2 |
| 5 | 28.2 |
| 6 | 37.0 |
| 7 | 34.7 |

Just a heads-up: please format your reply in the simple JSON shape below so I can read which scraps go into which bins.

{
  ""solution"": [[scrap_id, ...], ...]
}

Think of ""solution"" as a list of the collection bins, and each inner list is the scrap pieces assigned to that bin. The placeholder scrap_id stands in for whatever exact part identifier comes from the instance — replace each placeholder with the real IDs from the input.

This JSON is just a sketch of the shape I want, not the actual assignment.

Please be careful to use the identifiers exactly as they appear in the instance input — no renaming and no new labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[35.2, 35.7, 29.8, 37.2, 28.2, 37.0, 34.7]","[[0, 1, 4], [2, 6], [3, 5]]",3,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 7, 'items': [{'item_id': 1, 'weight': 35.2}, {'item_id': 2, 'weight': 35.7}, {'item_id': 3, 'weight': 29.8}, {'item_id': 4, 'weight': 37.2}, {'item_id': 5, 'weight': 28.2}, {'item_id': 6, 'weight': 37.0}, {'item_id': 7, 'weight': 34.7}]}","[[1, 2, 5], [3, 7], [4, 6]]",40,markdown_table,1
